ensembl_id	biotype	description
ENSG00000272163	lncRNA	novel transcript, antisense to NEFM
ENSG00000272167	lncRNA	PROX1 antisense RNA 1
ENSG00000272172	lncRNA	novel transcript, antisense to ZNF696
ENSG00000272173	lncRNA	novel transcript, antisense to C12orf57
ENSG00000272175	lncRNA	novel transcript, antisense to NRD1
ENSG00000272180	lncRNA	novel transcript
ENSG00000272181	lncRNA	novel transcript, antisense to PSMD6
ENSG00000272182	lncRNA	novel transcript, antisense to PDHB
ENSG00000272183	lncRNA	novel transcript, antisense to LBX2
ENSG00000272195	lncRNA	EFCAB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58101]
ENSG00000272202	lncRNA	novel transcript, antisense to ARHGEF3
ENSG00000272203	lncRNA	novel transcript
ENSG00000272209	lncRNA	novel transcript
ENSG00000272211	lncRNA	novel transcript, antisense to STK17B
ENSG00000272217	lncRNA	novel transcript
ENSG00000272221	lncRNA	MICA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53631]
ENSG00000272223	lncRNA	novel transcript, antisense to RRP36
ENSG00000272226	lncRNA	novel transcript
ENSG00000272234	lncRNA	novel transcript, antisense to SEPP1
ENSG00000272235	lncRNA	novel transcript
ENSG00000272236	lncRNA	novel transcript
ENSG00000272240	NOT_FOUND_IN_ENSEMBL	
ENSG00000272243	lncRNA	novel transcript
ENSG00000272247	lncRNA	novel transcript, antisense to MFSD1
ENSG00000272248	lncRNA	novel transcript
ENSG00000272249	lncRNA	novel transcript, antisense to CPQ
ENSG00000272254	lncRNA	novel transcript, antisense to TERF1
ENSG00000272255	lncRNA	novel transcript
ENSG00000272256	lncRNA	novel transcript, antisense to TMEM66
ENSG00000272263	lncRNA	novel transcript, antisense to CAND2
ENSG00000272265	lncRNA	novel transcript
ENSG00000272267	NOT_FOUND_IN_ENSEMBL	
ENSG00000272275	lncRNA	novel transcript
ENSG00000272277	lncRNA	novel transcript, antisense to RIPK1
ENSG00000272279	lncRNA	novel transcript
ENSG00000272293	lncRNA	novel transcript, antisense to FBXO25
ENSG00000272297	protein_coding	novel protein
ENSG00000272305	protein_coding	novel transcript
ENSG00000272312	lncRNA	novel transcript
ENSG00000272316	NOT_FOUND_IN_ENSEMBL	
ENSG00000272320	lncRNA	novel transcript, antisense to SLC22A23
ENSG00000272321	lncRNA	novel transcript, antisense to STK3
ENSG00000272329	lncRNA	novel transcript
ENSG00000272334	lncRNA	novel transcript
ENSG00000272335	lncRNA	novel transcript
ENSG00000272338	lncRNA	novel transcript
ENSG00000272341	NOT_FOUND_IN_ENSEMBL	
ENSG00000272343	lncRNA	novel transcript
ENSG00000272345	lncRNA	novel transcript, antisense to ACOT13
ENSG00000272347	lncRNA	novel transcript
ENSG00000272360	lncRNA	novel transcript
ENSG00000272361	lncRNA	novel transcript
ENSG00000272362	lncRNA	novel transcript
ENSG00000272366	lncRNA	novel transcript
ENSG00000272368	lncRNA	novel transcript, antisense to CERS5
ENSG00000272371	lncRNA	novel transcript
ENSG00000272372	lncRNA	novel transcript, antisense to GNAO1
ENSG00000272374	lncRNA	SCUBE3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56671]
ENSG00000272382	NOT_FOUND_IN_ENSEMBL	
ENSG00000272384	lncRNA	ZHX2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58136]
ENSG00000272396	lncRNA	novel transcript, antisense to CD177
ENSG00000272402	lncRNA	novel transcript, antisense to C6orf62
ENSG00000272405	lncRNA	novel transcript, antisense to BCAN
ENSG00000272406	lncRNA	novel transcript
ENSG00000272410	protein_coding	novel protein
ENSG00000272411	lncRNA	novel transcript, antisense to SH3TC2
ENSG00000272416	lncRNA	novel transcript
ENSG00000272417	lncRNA	novel transcript
ENSG00000272425	lncRNA	novel transcript
ENSG00000272426	lncRNA	novel transcript
ENSG00000272428	lncRNA	novel transcript
ENSG00000272432	lncRNA	novel transcript
ENSG00000272434	lncRNA	novel transcript, antisense to IMPDH2 and QRICH1
ENSG00000272438	lncRNA	novel transcript
ENSG00000272442	protein_coding	novel protein, TMEM151B-SPATS1 readtrough
ENSG00000272444	NOT_FOUND_IN_ENSEMBL	
ENSG00000272446	NOT_FOUND_IN_ENSEMBL	
ENSG00000272447	lncRNA	novel transcript
ENSG00000272449	lncRNA	novel transcript
ENSG00000272456	lncRNA	novel transcript
ENSG00000272457	lncRNA	novel transcript, antisense to RGS20
ENSG00000272461	lncRNA	novel transcript
ENSG00000272463	lncRNA	novel transcript
ENSG00000272468	NOT_FOUND_IN_ENSEMBL	
ENSG00000272473	lncRNA	novel transcript
ENSG00000272476	lncRNA	novel transcript, antisense to SEC63
ENSG00000272479	lncRNA	novel transcript
ENSG00000272482	NOT_FOUND_IN_ENSEMBL	
ENSG00000272483	lncRNA	novel transcript, antisense to VGLL4
ENSG00000272485	lncRNA	novel transcript
ENSG00000272491	lncRNA	novel transcript, antisense to SLC5A9
ENSG00000272501	lncRNA	novel transcript, antisense to HCG27
ENSG00000272502	lncRNA	SNTB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58133]
ENSG00000272505	lncRNA	novel transcript
ENSG00000272508	NOT_FOUND_IN_ENSEMBL	
ENSG00000272509	lncRNA	novel transcript, antisense to CCNE2
ENSG00000272510	lncRNA	novel transcript, antisense to DNAJC16
ENSG00000272512	lncRNA	novel transcript
ENSG00000272516	lncRNA	novel transcript
ENSG00000272519	NOT_FOUND_IN_ENSEMBL	
ENSG00000272540	lncRNA	novel transcript, antisense to TUBB
ENSG00000272541	NOT_FOUND_IN_ENSEMBL	
ENSG00000272542	lncRNA	novel transcript
ENSG00000272554	lncRNA	novel transcript
ENSG00000272555	lncRNA	novel transcript
ENSG00000272558	lncRNA	novel transcript, antisense to TRIM38
ENSG00000272563	lncRNA	novel transcript
ENSG00000272564	NOT_FOUND_IN_ENSEMBL	
ENSG00000272566	lncRNA	novel transcript
ENSG00000272567	NOT_FOUND_IN_ENSEMBL	
ENSG00000272572	lncRNA	novel transcript, antisense to FAM178A
ENSG00000272576	lncRNA	novel transcript
ENSG00000272582	lncRNA	novel transcript, antisense to C22orf23
ENSG00000272583	NOT_FOUND_IN_ENSEMBL	
ENSG00000272588	lncRNA	novel transcript, antisense to PCGF3
ENSG00000272592	NOT_FOUND_IN_ENSEMBL	
ENSG00000272599	lncRNA	novel transcript to NUDT13
ENSG00000272600	lncRNA	novel transcript, antisense to SNAP29
ENSG00000272604	lncRNA	EFCAB10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56350]
ENSG00000272609	lncRNA	novel transcript, antisense to CLDN18
ENSG00000272622	lncRNA	novel transcript
ENSG00000272625	lncRNA	novel transcript, antisense to LPIN2
ENSG00000272626	lncRNA	novel transcript
ENSG00000272630	lncRNA	novel transcript
ENSG00000272631	lncRNA	novel transcript, antisense to BMPR1A
ENSG00000272632	lncRNA	novel transcript
ENSG00000272638	lncRNA	novel transcript, antisense to NOD1
ENSG00000272639	NOT_FOUND_IN_ENSEMBL	
ENSG00000272642	lncRNA	novel transcript
ENSG00000272646	lncRNA	novel transcript
ENSG00000272647	protein_coding	novel protein
ENSG00000272650	NOT_FOUND_IN_ENSEMBL	
ENSG00000272656	lncRNA	novel transcript, antisense to MRPS22
ENSG00000272657	NOT_FOUND_IN_ENSEMBL	
ENSG00000272660	lncRNA	ACTL6A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58683]
ENSG00000272667	lncRNA	novel transcript
ENSG00000272668	lncRNA	novel transcript, antisense to VSIG8
ENSG00000272672	lncRNA	novel transcript
ENSG00000272678	lncRNA	novel transcript, antisense to ADCY5
ENSG00000272682	lncRNA	novel transcript
ENSG00000272688	lncRNA	novel transcript
ENSG00000272691	lncRNA	novel transcript
ENSG00000272692	lncRNA	novel transcript
ENSG00000272694	lncRNA	ELFN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58610]
ENSG00000272696	lncRNA	novel transcript, antisense to TRUB2
ENSG00000272699	lncRNA	novel transcript, antisense to GNB4
ENSG00000272702	lncRNA	novel transcript
ENSG00000272707	lncRNA	novel transcript
ENSG00000272715	lncRNA	novel transcript
ENSG00000272717	lncRNA	novel transcript, antisense to SETD7
ENSG00000272719	lncRNA	novel transcript, antisense to ACTB
ENSG00000272720	lncRNA	novel transcript, antisense to BAIAP2L2
ENSG00000272732	NOT_FOUND_IN_ENSEMBL	
ENSG00000272733	lncRNA	novel transcript
ENSG00000272735	lncRNA	novel transcript
ENSG00000272741	protein_coding	novel protein
ENSG00000272742	lncRNA	novel transcript, antisense to PAIP2
ENSG00000272744	lncRNA	novel transcript
ENSG00000272748	lncRNA	novel transcript
ENSG00000272750	lncRNA	novel transcript, antisense to MIA3
ENSG00000272754	lncRNA	novel transcript
ENSG00000272755	NOT_FOUND_IN_ENSEMBL	
ENSG00000272763	lncRNA	long intergenic non-protein coding RNA 3057 [Source:HGNC Symbol;Acc:HGNC:56359]
ENSG00000272764	lncRNA	novel transcript
ENSG00000272768	lncRNA	novel transcript, antisense to PURB
ENSG00000272769	lncRNA	novel transcript
ENSG00000272770	lncRNA	novel transcript, antisense to PAFAH1B1
ENSG00000272772	protein_coding	novel protein
ENSG00000272777	lncRNA	novel transcript
ENSG00000272783	lncRNA	novel transcript
ENSG00000272784	lncRNA	novel transcript
ENSG00000272789	lncRNA	MYO7B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58165]
ENSG00000272791	lncRNA	novel transcript
ENSG00000272797	lncRNA	novel transcript
ENSG00000272798	lncRNA	novel transcript
ENSG00000272799	lncRNA	novel transcript
ENSG00000272800	lncRNA	novel transcript
ENSG00000272801	lncRNA	novel transcript
ENSG00000272807	lncRNA	novel transcript, antisense to KANSL1L
ENSG00000272810	lncRNA	novel transcript
ENSG00000272814	lncRNA	novel transcript
ENSG00000272815	lncRNA	novel transcript
ENSG00000272817	lncRNA	FGFBP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58342]
ENSG00000272822	protein_coding	novel protein
ENSG00000272823	lncRNA	novel transcript
ENSG00000272825	lncRNA	novel transcript
ENSG00000272829	lncRNA	novel transcript
ENSG00000272831	lncRNA	novel transcript, antisense to RABGEF1
ENSG00000272832	lncRNA	novel transcript
ENSG00000272834	lncRNA	MRTFA antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58611]
ENSG00000272836	lncRNA	novel transcript, antisense to SELO
ENSG00000272839	lncRNA	novel transcript, antisense to PTPRN2
ENSG00000272842	lncRNA	novel transcript, antisense to DENND4C
ENSG00000272843	lncRNA	novel transcript, antisense to POM121
ENSG00000272844	lncRNA	novel transcript, antisense to GTPBP8
ENSG00000272849	lncRNA	novel transcript
ENSG00000272851	lncRNA	novel transcript
ENSG00000272854	lncRNA	novel transcript, antisense to BCAP29
ENSG00000272855	lncRNA	novel transcript
ENSG00000272856	protein_coding	secretory calcium-binding phosphoprotein proline-glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:56851]
ENSG00000272861	lncRNA	novel transcript
ENSG00000272862	lncRNA	novel transcript
ENSG00000272864	lncRNA	novel transcript
ENSG00000272865	lncRNA	PLD5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41171]
ENSG00000272866	lncRNA	novel transcript
ENSG00000272871	lncRNA	novel transcript
ENSG00000272874	lncRNA	novel transcript
ENSG00000272884	lncRNA	novel transcript
ENSG00000272885	lncRNA	novel transcript
ENSG00000272892	lncRNA	novel transcript
ENSG00000272896	protein_coding	novel protein
ENSG00000272897	protein_coding	novel protein
ENSG00000272905	lncRNA	novel transcript
ENSG00000272906	lncRNA	novel transcript, antisense to TOR1AIP1
ENSG00000272908	lncRNA	novel transcript
ENSG00000272910	lncRNA	novel transcript, antisense to ACTL6A
ENSG00000272911	lncRNA	novel transcript
ENSG00000272912	lncRNA	novel transcript
ENSG00000272913	lncRNA	long intergenic non-protein coding RNA 3052 [Source:HGNC Symbol;Acc:HGNC:56335]
ENSG00000272915	lncRNA	novel transcript
ENSG00000272916	protein_coding	novel transcript
ENSG00000272918	lncRNA	novel transcript, antisense to MLL5
ENSG00000272921	protein_coding	novel protein
ENSG00000272922	NOT_FOUND_IN_ENSEMBL	
ENSG00000272927	lncRNA	novel transcript, antisense to PDE6B
ENSG00000272936	lncRNA	novel transcript, antisense to GNPDA2
ENSG00000272940	NOT_FOUND_IN_ENSEMBL	
ENSG00000272941	lncRNA	novel transcript, antisense to C7orf49
ENSG00000272942	lncRNA	novel transcript
ENSG00000272944	lncRNA	novel transcript
ENSG00000272948	NOT_FOUND_IN_ENSEMBL	
ENSG00000272950	lncRNA	novel transcript, antisense to BAIAP2L1
ENSG00000272953	NOT_FOUND_IN_ENSEMBL	
ENSG00000272966	lncRNA	novel transcript
ENSG00000272967	lncRNA	novel transcript, antisense to ADPRH
ENSG00000272969	lncRNA	novel transcript, antisense to clock
ENSG00000272970	lncRNA	novel transcript
ENSG00000272973	lncRNA	novel transcript, antisense to SLC2A11
ENSG00000272977	lncRNA	novel transcript
ENSG00000272979	NOT_FOUND_IN_ENSEMBL	
ENSG00000272980	protein_coding	novel protein
ENSG00000272982	lncRNA	novel transcript, antisense to CEPT1
ENSG00000272984	lncRNA	novel transcript
ENSG00000272986	lncRNA	novel transcript, antisense to RUFY3
ENSG00000272988	lncRNA	novel transcript
ENSG00000272990	lncRNA	novel transcript, antisense to KCNAB1
ENSG00000272991	lncRNA	novel transcript, antisense to BRWD1
ENSG00000272995	lncRNA	novel transcript, antisense to KCNIP4
ENSG00000273004	lncRNA	novel transcript
ENSG00000273007	lncRNA	novel transcript, antisense to FGF2
ENSG00000273010	lncRNA	novel transcript, antisense to LRIF1
ENSG00000273011	lncRNA	novel transcript
ENSG00000273012	lncRNA	novel transcript
ENSG00000273013	lncRNA	novel transcript, antisense to RNF168
ENSG00000273014	lncRNA	novel transcript
ENSG00000273025	protein_coding	novel transcript
ENSG00000273026	lncRNA	novel transcript, antisense to SLC39A1
ENSG00000273044	lncRNA	novel transcript
ENSG00000273047	protein_coding	novel transcript, LIME1-SLC2A4RG readthrough
ENSG00000273049	protein_coding	novel protein, readthrough between HOXC10 and HOXC5
ENSG00000273055	lncRNA	novel transcript, antisense to LAMB1
ENSG00000273056	lncRNA	novel transcript
ENSG00000273058	lncRNA	novel transcript
ENSG00000273059	lncRNA	novel transcript
ENSG00000273063	lncRNA	novel transcript
ENSG00000273068	lncRNA	novel transcript
ENSG00000273069	lncRNA	novel transcript
ENSG00000273073	lncRNA	novel transcript
ENSG00000273077	lncRNA	novel transcript
ENSG00000273080	lncRNA	novel transcript, antisense to IMMT
ENSG00000273084	lncRNA	long intergenic non-protein coding RNA 3073 [Source:HGNC Symbol;Acc:HGNC:56651]
ENSG00000273088	protein_coding	novel protein
ENSG00000273090	lncRNA	novel transcript
ENSG00000273091	lncRNA	novel transcript
ENSG00000273098	lncRNA	novel transcript
ENSG00000273100	lncRNA	novel transcript
ENSG00000273102	lncRNA	novel transcript
ENSG00000273108	lncRNA	novel transcript, antisense to SH3PXD2A
ENSG00000273110	lncRNA	novel transcript, antisense to SHE
ENSG00000273112	lncRNA	novel transcript, readthrough between FCGR2A and FCGR2C polymormphic pseudogene
ENSG00000273113	lncRNA	novel transcript
ENSG00000273118	lncRNA	novel transcript, sense overlapping IKZF2
ENSG00000273123	NOT_FOUND_IN_ENSEMBL	
ENSG00000273124	lncRNA	novel transcript
ENSG00000273132	lncRNA	novel transcript, antisense to LRP11
ENSG00000273133	lncRNA	novel transcript, antisense to CC2D2A
ENSG00000273138	NOT_FOUND_IN_ENSEMBL	
ENSG00000273139	lncRNA	novel transcript
ENSG00000273141	lncRNA	novel transcript, antisense to MPPE1
ENSG00000273145	lncRNA	novel transcript
ENSG00000273149	lncRNA	novel transcript, antisense to TPT1
ENSG00000273151	lncRNA	GET4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58398]
ENSG00000273154	protein_coding	novel protein, ZGPAT-LIME1 readthrough
ENSG00000273156	lncRNA	novel transcript
ENSG00000273162	lncRNA	novel transcript
ENSG00000273165	lncRNA	novel transcript
ENSG00000273167	protein_coding	novel transcript
ENSG00000273171	protein_coding	novel protein, readthrough between VTN and SEBOX
ENSG00000273174	lncRNA	novel transcript, antisense to RAB43
ENSG00000273175	lncRNA	novel transcript
ENSG00000273176	lncRNA	novel transcript, antisense to TOM1
ENSG00000273177	lncRNA	novel transcript
ENSG00000273179	lncRNA	SPON2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58121]
ENSG00000273180	lncRNA	novel transcript
ENSG00000273181	NOT_FOUND_IN_ENSEMBL	
ENSG00000273183	lncRNA	novel transcript, antisense to PAXIP1
ENSG00000273184	lncRNA	novel transcript, readthrough between HILPDA-METTL2B
ENSG00000273188	lncRNA	novel transcript, antisense to TRABD
ENSG00000273189	lncRNA	novel transcript
ENSG00000273192	lncRNA	novel transcript, antisense to ALG12
ENSG00000273196	lncRNA	novel transcript, antisense to ELMOD3
ENSG00000273198	lncRNA	novel transcript
ENSG00000273199	lncRNA	novel transcript, antisense to MORC3
ENSG00000273203	NOT_FOUND_IN_ENSEMBL	
ENSG00000273204	lncRNA	novel transcript, antisense to EXTL2
ENSG00000273209	lncRNA	novel transcript
ENSG00000273212	lncRNA	novel transcript, antisense to UFD1L
ENSG00000273214	lncRNA	novel transcript
ENSG00000273217	protein_coding	novel protein
ENSG00000273218	lncRNA	novel transcript
ENSG00000273219	lncRNA	novel transcript, antisense to SLC13A4
ENSG00000273221	lncRNA	novel transcript, antisense to CEPT1
ENSG00000273226	lncRNA	novel transcript, antisense to RPS6
ENSG00000273230	lncRNA	novel transcript
ENSG00000273233	lncRNA	novel transcript
ENSG00000273240	lncRNA	novel transcript
ENSG00000273244	lncRNA	VWFP1-ANKRD62P1 readthrough transcript
ENSG00000273245	lncRNA	novel transcript
ENSG00000273248	lncRNA	novel transcript
ENSG00000273254	lncRNA	novel transcript, antisense to USP16
ENSG00000273258	lncRNA	novel transcript
ENSG00000273259	protein_coding	novel protein
ENSG00000273261	lncRNA	novel transcript, antisense to ATP11B
ENSG00000273262	lncRNA	novel transcript, antisense to ACTR1A
ENSG00000273269	protein_coding	novel transcript
ENSG00000273270	lncRNA	long intergenic non-protein coding RNA 3072 [Source:HGNC Symbol;Acc:HGNC:56650]
ENSG00000273271	lncRNA	novel transcript, antisense to SOD1
ENSG00000273272	lncRNA	novel transcript
ENSG00000273275	lncRNA	novel transcript
ENSG00000273287	lncRNA	novel transcript
ENSG00000273289	NOT_FOUND_IN_ENSEMBL	
ENSG00000273291	protein_coding	novel protein
ENSG00000273293	lncRNA	novel transcript
ENSG00000273295	lncRNA	novel transcript
ENSG00000273297	lncRNA	long intergenic non-protein coding RNA 3060 [Source:HGNC Symbol;Acc:HGNC:56367]
ENSG00000273300	lncRNA	novel transcript, antisense to UFD1L
ENSG00000273302	lncRNA	novel transcript
ENSG00000273305	lncRNA	novel transcript
ENSG00000273306	lncRNA	novel transcript
ENSG00000273308	lncRNA	novel transcript
ENSG00000273312	lncRNA	GJD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58343]
ENSG00000273314	lncRNA	novel transcript, antisense to CUL1
ENSG00000273319	NOT_FOUND_IN_ENSEMBL	
ENSG00000273320	lncRNA	NAMPT antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56696]
ENSG00000273321	lncRNA	novel transcript
ENSG00000273325	lncRNA	novel transcript
ENSG00000273329	lncRNA	novel transcript
ENSG00000273335	lncRNA	novel transcript
ENSG00000273338	lncRNA	novel transcript, antisense to DNAJB4
ENSG00000273341	lncRNA	novel transcript
ENSG00000273342	lncRNA	novel transcript
ENSG00000273345	protein_coding	novel transcript
ENSG00000273348	lncRNA	novel transcript
ENSG00000273355	lncRNA	novel transcript
ENSG00000273360	lncRNA	CTNNA3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58344]
ENSG00000273361	lncRNA	novel transcript, antisense to CTDSP1
ENSG00000273362	lncRNA	novel transcript
ENSG00000273367	lncRNA	novel transcript
ENSG00000273374	NOT_FOUND_IN_ENSEMBL	
ENSG00000273375	lncRNA	novel transcript
ENSG00000273384	lncRNA	novel transcript
ENSG00000273387	lncRNA	novel transcript, antisense to SMTN
ENSG00000273388	NOT_FOUND_IN_ENSEMBL	
ENSG00000273391	lncRNA	novel transcript, antisense to LUC7L2
ENSG00000273394	lncRNA	novel transcript, antisense to GRAMD1C
ENSG00000273398	protein_coding	novel protein
ENSG00000273399	lncRNA	novel transcript
ENSG00000273403	NOT_FOUND_IN_ENSEMBL	
ENSG00000273406	lncRNA	novel transcript
ENSG00000273407	lncRNA	CYP3A4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58107]
ENSG00000273416	lncRNA	novel transcript
ENSG00000273419	lncRNA	novel transcript, antisense to ZNF862
ENSG00000273424	lncRNA	novel transcript
ENSG00000273428	lncRNA	novel transcript
ENSG00000273437	lncRNA	novel transcript
ENSG00000273442	lncRNA	novel transcript
ENSG00000273443	lncRNA	novel transcript
ENSG00000273445	lncRNA	novel transcript
ENSG00000273447	lncRNA	novel transcript, antisense to CASP6
ENSG00000273448	lncRNA	novel transcript
ENSG00000273449	lncRNA	novel transcript
ENSG00000273450	lncRNA	novel transcript, antisense to PLCE1
ENSG00000273454	lncRNA	novel transcript
ENSG00000273455	lncRNA	novel transcript, antisense to PPP2R3A
ENSG00000273456	lncRNA	novel transcript
ENSG00000273461	lncRNA	novel transcript
ENSG00000273464	lncRNA	GRIK1 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:58345]
ENSG00000273471	lncRNA	novel transcript
ENSG00000273472	lncRNA	novel transcript
ENSG00000273473	lncRNA	novel transcript
ENSG00000273474	lncRNA	novel transcript, antisense to FRMD4A
ENSG00000273476	lncRNA	novel transcript
ENSG00000273481	NOT_FOUND_IN_ENSEMBL	
ENSG00000273483	lncRNA	novel transcript, antisense to WNT2B
ENSG00000273485	lncRNA	CALHM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58612]
ENSG00000273487	lncRNA	novel transcript
ENSG00000273489	lncRNA	novel transcript, antisense to MKLN1
ENSG00000273493	lncRNA	novel transcript
ENSG00000273507	lncRNA	novel transcript
ENSG00000273521	lncRNA	novel transcript, antisense to BNIP3
ENSG00000273523	lncRNA	novel transcript, antisense to NEK3 & NEK5
ENSG00000273550	lncRNA	novel transcript
ENSG00000273551	lncRNA	novel transcript
ENSG00000273552	lncRNA	novel transcript
ENSG00000273565	lncRNA	novel transcript
ENSG00000273576	NOT_FOUND_IN_ENSEMBL	
ENSG00000273582	lncRNA	novel transcript
ENSG00000273599	lncRNA	novel transcript, antisense to CTBP2
ENSG00000273619	lncRNA	RPS21 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56740]
ENSG00000273637	lncRNA	novel transcript
ENSG00000273639	lncRNA	novel transcript
ENSG00000273650	lncRNA	novel transcript
ENSG00000273664	lncRNA	novel transcript
ENSG00000273669	lncRNA	novel transcript
ENSG00000273674	lncRNA	novel transcript
ENSG00000273680	lncRNA	novel transcript, antisense to FAR2
ENSG00000273687	lncRNA	novel transcript, antisense to RFFL
ENSG00000273702	lncRNA	novel transcript
ENSG00000273711	lncRNA	novel transcript, antisense to PTGR2
ENSG00000273729	NOT_FOUND_IN_ENSEMBL	
ENSG00000273733	NOT_FOUND_IN_ENSEMBL	
ENSG00000273734	protein_coding	novel protein, readthrough between OAZ1 and SPPL2B
ENSG00000273756	protein_coding	golgin A6 family like 26 [Source:HGNC Symbol;Acc:HGNC:56306]
ENSG00000273771	NOT_FOUND_IN_ENSEMBL	
ENSG00000273783	lncRNA	GTF2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56195]
ENSG00000273784	lncRNA	novel transcript
ENSG00000273796	lncRNA	breast cancer associated ESR1 regulating natural antisense transcript 1 [Source:HGNC Symbol;Acc:HGNC:56666]
ENSG00000273805	lncRNA	novel transcript, antisense to Linc
ENSG00000273816	lncRNA	novel transcript
ENSG00000273828	lncRNA	novel transcript, antisense to ELMO2
ENSG00000273838	lncRNA	novel transcript
ENSG00000273840	lncRNA	novel transcript
ENSG00000273877	lncRNA	novel transcript
ENSG00000273890	NOT_FOUND_IN_ENSEMBL	
ENSG00000273891	lncRNA	novel transcript, antisense to NSMCE4A
ENSG00000273901	lncRNA	novel transcript, antisense to SLC27A5
ENSG00000273925	lncRNA	novel transcript
ENSG00000273956	lncRNA	novel transcript
ENSG00000273965	lncRNA	novel transcript, antisense TADA2A
ENSG00000273971	lncRNA	novel transcript
ENSG00000273972	lncRNA	novel transcript
ENSG00000273980	lncRNA	novel transcript
ENSG00000273998	lncRNA	novel transcript
ENSG00000274002	lncRNA	novel transcript
ENSG00000274015	lncRNA	novel transcript
ENSG00000274021	lncRNA	novel transcript, antisense to DUSP6
ENSG00000274029	lncRNA	novel transcript
ENSG00000274090	lncRNA	novel transcript
ENSG00000274092	lncRNA	novel transcript, antisense to IL4R
ENSG00000274104	lncRNA	novel transcript
ENSG00000274124	lncRNA	novel transcript, antisense to ASB8
ENSG00000274156	lncRNA	novel transcript
ENSG00000274177	lncRNA	novel transcript, antisense to TMEM259
ENSG00000274184	lncRNA	novel transcript, antisense to ZSCAN30
ENSG00000274191	lncRNA	novel transcript
ENSG00000274213	lncRNA	novel transcript
ENSG00000274215	lncRNA	novel transcript
ENSG00000274220	lncRNA	novel transcript
ENSG00000274225	lncRNA	hepatocellular carcinoma ferroptosis associative lncRNA [Source:HGNC Symbol;Acc:HGNC:56244]
ENSG00000274227	lncRNA	novel transcript, antisense to ERP29
ENSG00000274238	lncRNA	novel transcript, antisense to SNCA
ENSG00000274248	lncRNA	novel transcript
ENSG00000274253	lncRNA	novel transcript, sense overlapping NIPA1
ENSG00000274261	lncRNA	novel transcript
ENSG00000274265	lncRNA	novel transcript
ENSG00000274269	lncRNA	novel transcript
ENSG00000274272	lncRNA	novel transcript
ENSG00000274281	lncRNA	novel transcript
ENSG00000274292	lncRNA	novel transcript
ENSG00000274294	lncRNA	novel transcript
ENSG00000274312	NOT_FOUND_IN_ENSEMBL	
ENSG00000274315	lncRNA	novel transcript, antisense to FAR2
ENSG00000274322	protein_coding	novel protein
ENSG00000274331	lncRNA	novel transcript
ENSG00000274333	lncRNA	long intergenic non-protein coding RNA 3104 [Source:HGNC Symbol;Acc:HGNC:56834]
ENSG00000274340	lncRNA	novel transcript
ENSG00000274341	lncRNA	novel transcript
ENSG00000274363	lncRNA	novel transcript
ENSG00000274367	NOT_FOUND_IN_ENSEMBL	
ENSG00000274370	lncRNA	novel transcript
ENSG00000274373	lncRNA	novel transcript
ENSG00000274383	lncRNA	novel transcript, antisense to ANKDD1A
ENSG00000274387	lncRNA	novel transcript, antisense to FOXP1
ENSG00000274400	lncRNA	novel transcript
ENSG00000274403	lncRNA	novel transcript, antisense to CDAN1
ENSG00000274414	lncRNA	novel transcript
ENSG00000274415	lncRNA	novel transcript, antisense to GJA5
ENSG00000274422	lncRNA	novel transcript
ENSG00000274425	lncRNA	novel transcript, antisense to ICAM3
ENSG00000274441	lncRNA	novel transcript, antisense SLC1A3
ENSG00000274444	NOT_FOUND_IN_ENSEMBL	
ENSG00000274447	lncRNA	novel transcript, antisense to PTPRS
ENSG00000274460	lncRNA	novel transcript
ENSG00000274478	lncRNA	novel transcript
ENSG00000274492	lncRNA	novel transcript
ENSG00000274501	lncRNA	novel transcript, antisense to ZGPAT
ENSG00000274508	lncRNA	novel transcript
ENSG00000274515	lncRNA	novel transcript, antisense to IMP3
ENSG00000274554	lncRNA	novel transcript, antisense to FBXW8
ENSG00000274560	lncRNA	novel transcript
ENSG00000274561	lncRNA	novel transcript
