Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
ENSMUSG00000094303		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000094303		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000094722		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000079808		ENSG00000135899	SP110	ortholog_one2many	0
ENSMUSG00000094799		ENSG00000135899	SP110	ortholog_one2many	0
ENSMUSG00000144201					
ENSMUSG00000079222					
ENSMUSG00000095041		ENSG00000241878	PISD	ortholog_one2many	0
ENSMUSG00000094836		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000094836		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00002075729					
ENSMUSG00000144196					
ENSMUSG00000096236		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000096236		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000094383		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000096756		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000094874		ENSG00000135899	SP110	ortholog_one2many	0
ENSMUSG00000095500					
ENSMUSG00000094474		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000094474		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000095092		ENSG00000135899	SP110	ortholog_one2many	0
ENSMUSG00000095450					
ENSMUSG00000094915		ENSG00000067066	SP100	ortholog_one2many	0
ENSMUSG00000094728					
ENSMUSG00000079192					
ENSMUSG00000062783	Csprs				
ENSMUSG00000094791		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000094791		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000079800					
ENSMUSG00000096808					
ENSMUSG00000144203					
ENSMUSG00000096550	Gm16367	ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000096550	Gm16367	ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000079794					
ENSMUSG00000144199					
ENSMUSG00000094172		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000094172		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000094887		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000091585		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000237700	PRAMEF33	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000204510	PRAMEF7	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000270601	PRAMEF5	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000279169	PRAMEF13	ortholog_many2many	0
ENSMUSG00000095763		ENSG00000229571	PRAMEF25	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000120952	PRAMEF2	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000279804	PRAMEF18	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000204478	PRAMEF20	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000232423	PRAMEF6	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000182330	PRAMEF8	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000204481	PRAMEF14	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000204480	PRAMEF19	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000274764	PRAMEF27	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000204479	PRAMEF17	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000239810	PRAMEF11	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000116721	PRAMEF1	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000187545	PRAMEF10	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000204505	PRAMEF9	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000204501	PRAMEF15	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000116726	PRAMEF12	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000243073	PRAMEF4	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000280267	PRAMEF26	ortholog_many2many	0
ENSMUSG00000095523		ENSG00000237700	PRAMEF33	ortholog_many2many	0
